Created Date;UTM_Campaign;UTM_Content ;UTM_Term;Account Owner Territory;Marketo Qualification Level;Marketo Interest Level;Account Status;Unmatched;Hand Raiser;UTM_Medium
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy24-q3-amer-ai_guide_next_gen_automation;;;AMER Enterprise - Central;High;Low;Assigned;0;0;paid-content-syndication
1/18/2023;fy23-q4-amer-bau_retint;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/10/2023;fy23-q4-amer-bau_retint;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - East - 2;High;Low;Assigned;0;0;paid-content-syndication
11/1/2022;fy22-amer-email_marketing_platform;;email_marketing_services|email marketing services|e|g|c||516472499212#CjwKCAjw5P2aBhAlEiwAAdY7dBTTrYpyI3FFWvXInZN_9UFvHDs9MztLGHML2RZ6Di38jZUKUyitQBoCXTUQAvD_BwE;;Low;;No Account Mapped;1;1;paid-search
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - Central;Low;Low;Assigned;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
11/4/2022;fy22-amer-email_marketing_platform;;email_marketing_platforms|email marketing platforms|p|g|c||516472499200#EAIaIQobChMIgPeH9aOV-wIVyAtMCh0nSwTSEAAYASAAEgIEI_D_BwE;AMER Enterprise - East;Low;High;Assigned;0;1;paid-search
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;;Medium;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Scale - Central;Low;Low;Assigned;0;0;paid-content-syndication
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/3/2022;fy23-q1-amer-bau_smb-carousel;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/6/2023;fy22-amer-email_marketing_platform;;email_marketing_agency|email marketing agency|e|g|c||587080375801#CjwKCAiAqt-dBhBcEiwATw-ggImsHECVgUNcV9lNBH1seL8mtuP8gs6tkJ-RE4D1DhFa9ZRgCq0XzxoCjewQAvD_BwE;;High;High;No Account Mapped;1;1;paid-search
12/23/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
11/29/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;;Medium;Low;No Account Mapped;1;0;paid-search
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - West;High;Low;Unassigned;0;0;paid-content-syndication
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
1/11/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|m||379480664589;;High;Low;No Account Mapped;1;0;paid-search
11/18/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;;Low;Low;No Account Mapped;1;0;paid-search
1/19/2023;fy22-amer-push_platforms;mt_push_platforms_ad_copy_fy22;|push notification platform|p|g|c||511889410496;;High;;No Account Mapped;1;1;paid-search
12/6/2022;fy22-amer-comp_direct_competitors_iterable;undefined;|iterable pricing|p|g|c||525035463787;;Low;High;No Account Mapped;1;1;paid-search
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/22/2023;fy23-q4-amer-bau_ccmskill;measurement_guide;undefined;AMER Enterprise - Strat;High;Medium;Assigned;0;0;paid-social
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - East;High;Low;Assigned;0;0;paid-content-syndication
1/23/2023;fy23-q4-amer-loyalty_guide;;;AMER Emerging Ent - West - 1;High;Low;Unassigned;0;0;paid-content-syndication
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - Strat;High;Low;Unassigned;0;0;paid-content-syndication
11/1/2022;fy23-q3-amer-bau_retint;measurement_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;SMB AMER - East;High;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy22-amer-email_marketing_platform;;software_for_email_marketing|software for email marketing|p|g|c||542343389030#CjwKCAiAv9ucBhBXEiwA6N8nYEPGUfCUcygf6BpXm09JwwLfaFDkPU8cSIOT8LY5woxwRIE3AxaWQRoCEeQQAvD_BwE;AMER Scale - West;Low;;Unassigned;0;0;paid-search
12/21/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Customer;0;0;paid-content-syndication
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Scale - Central;Low;Medium;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;High;Low;Assigned;0;0;paid-content-syndication
1/23/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
12/7/2022;fy22-amer-push_platforms;mt_push_platforms_ad_copy_fy22;|push notification platform|p|g|c||511889410496;SMB AMER - East;Medium;Low;Assigned;1;1;paid-search
11/3/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_model|customer engagement model|p|g|c||499449654215;AMER Enterprise - East;Medium;Medium;Customer;0;0;paid-search
1/24/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;mobile-engagement_em|mobile engagement metrics|e|g|m||379480664529;;High;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;No Account Mapped;1;0;paid-content-syndication
11/8/2022;fy23-q3-amer-mobile_marketing;inapp_message_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;High;Low;Unassigned;0;0;paid-content-syndication
1/30/2023;fy23-q4-amer-enterprise_adobe;undefined;|marketo|e|g|c||644712759564;;High;Low;No Account Mapped;1;0;paid-search
1/25/2023;fy23-q4-amer-loyalty_guide;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
1/23/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - East;High;Low;Assigned;0;0;paid-content-syndication
12/6/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_platform|braze platform|p|g|c||587080375666;;High;High;No Account Mapped;1;1;paid-search
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Central;Low;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-inmail_email_marketing_gurus;email_inspiration_guide;;;Medium;;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Unassigned;0;0;paid-content-syndication
11/30/2022;fy22-amer-email_marketing;;email_marketing|email marketing|p|g|c||542343389213#Cj0KCQiAm5ycBhCXARIsAPldzoXeaahHyCc_hZD_oiDEc8fLBSQ0bd6o_a1KdKjlggONybO0EQ9nP4waApf0EALw_wcB;SMB AMER - East;Low;High;Assigned;0;1;paid-search
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;SMB AMER - Central;Medium;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;AMER Emerging Ent - East - 2;High;Medium;Assigned;0;0;paid-social
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;GSA CPG;Low;Low;Assigned;0;0;paid-content-syndication
11/20/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_solutions|customer engagement solutions|p|g|c||499462873406;;Medium;Low;No Account Mapped;1;0;paid-search
12/11/2022;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/9/2023;fy23-q4-amer-mobile_marketing_interest_skills;push_notifications_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/24/2023;fy22-amer-push_and_messaging;mt_push_and_messaging_ad_copy_fy22;|in app notifications|p|g|c||624590675250;;Medium;High;No Account Mapped;1;1;paid-search
12/13/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing model|p|g|c||379480664589;AMER Emerging Ent - West - 1;High;Medium;Assigned;0;0;paid-search
1/12/2023;fy22-amer-comp_direct_competitors;mt_competitor_ad_copy_fy22;mailchimp|mailchimp|p|g|m||572979184300;;Medium;High;No Account Mapped;1;1;paid-search
1/5/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;mobile-engagement_pm|mobile engagement metrics|p|g|c||379480664544;AMER Enterprise - East;High;Medium;Assigned;0;0;paid-search
12/29/2022;fy22-amer-email_marketing_platform;;platform_for_email_marketing|email service provider|p|g|c||542343389186#EAIaIQobChMIvcXQmayf_AIVF-TICh3EMw6uEAAYASAAEgI2a_D_BwE;;High;;No Account Mapped;1;1;paid-search
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - Central;High;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - Central;Low;Low;Unassigned;0;0;paid-content-syndication
11/14/2022;fy23-q4-amer-bau_retint;inspiration_guide;undefined;;High;Medium;Unassigned;0;0;paid-social
1/25/2023;fy22-amer-comp_direct_competitors;mt_competitor_ad_copy_fy22;clevertap_alternative|clevertap alternative|e|g|c||572979185458;SMB AMER - East;High;High;Assigned;0;1;paid-search
11/7/2022;fy22-amer-email_marketing_platform;undefined;automated_email_marketing_platform|automated email marketing platform|e|g|c||516472499032;;Medium;;No Account Mapped;1;1;paid-search
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Scale - Central;Medium;Low;Assigned;0;0;paid-content-syndication
1/23/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_em|lifecycle marketing|e|g|m||379480664394;;Medium;Low;No Account Mapped;1;0;paid-search
11/17/2022;fy22-amer-email_marketing_platform;undefined;software_for_email_marketing|software for email marketing|e|g|c||542343389030;;High;;No Account Mapped;1;1;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
11/30/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_platform|braze platform|p|g|c||502699582013#Cj0KCQiAm5ycBhCXARIsAPldzoWZ1AuOiB3zbzoScGkpQExOvP6xRdIYYRwpTEWYsgKgx-mMNowBNFYaAjmjEALw_wcB;;Low;;Unassigned;0;0;paid-search
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - West;High;Low;Assigned;0;0;paid-content-syndication
1/11/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_push_notifications|braze push notifications|e|g|c||587080375384;SMB AMER - West;Medium;High;Assigned;0;1;paid-search
1/23/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - West;High;Low;Unassigned;0;0;paid-content-syndication
1/11/2023;fy23-q4-amer-bau_smb;cer_2022;undefined;SMB AMER - AM;High;Medium;Customer;0;0;paid-social
12/17/2022;fy22-amer-email_marketing_platform;;email_marketing_tool|email marketing tool|p|g|m||542343389162#CjwKCAiA7vWcBhBUEiwAXieItl5VZQOhIufjSKmbGMwOi8eGY2lWTlS0jcquFUn3L57DgrNs7jYpFhoCJj0QAvD_BwE;;Medium;Low;No Account Mapped;1;0;paid-search
1/23/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_em|lifecycle marketing|e|g|m||379480664394;;Medium;Low;No Account Mapped;1;0;paid-search
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|c||542343632615;;High;Low;No Account Mapped;1;0;paid-search
1/25/2023;fy22-amer-marketing_channels;undefined;in_app_marketing_strategies|in app marketing strategies|e|g|c||645333388985;AMER Emerging Ent - West - 1;High;High;Assigned;0;1;paid-search
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy24-q3-amer-post_holiday_campaigns_guide;;;AMER Enterprise - Central;High;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy22-amer-email_marketing_platform;undefined;platform_for_email_marketing|email service provider|p|g|m||542343389186;;High;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Central;Medium;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/26/2023;fy23-q4-amer-bau_retint;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
11/25/2022;fy23-q4-amer-bau_retint;inspiration_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
1/19/2023;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;AMER Scale - Central;High;Medium;Customer;0;0;paid-social
11/9/2022;fy22-amer-email_marketing_platform;undefined;platform_for_email_marketing|email service provider|p|g|m||542343389186;;Low;Medium;No Account Mapped;1;0;paid-search
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - West;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_solutions|customer engagement solutions|e|g|c||499462873406;;High;Low;No Account Mapped;1;0;paid-search
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Low;Low;Unassigned;0;0;paid-content-syndication
12/7/2022;fy22-amer-marketing_automation;mt_marketing_automation_ad_copy_fy22;|marketing automation|e|g|c||511889409833#Cj0KCQiAkMGcBhCSARIsAIW6d0ASO2376o_7wyh8Ylw9ftQx5FNN8aghC7dnUX1TjwlwQEcPve18s-oaAl-oEALw_wcB;AMER Emerging Ent - West - 1;High;High;Unassigned;0;1;paid-search
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
1/29/2023;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343389210;;High;;No Account Mapped;1;1;paid-search
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - Strat;Medium;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
11/4/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze-pricing_em|braze pricing|e|g|c||502656816223#CjwKCAjw8JKbBhBYEiwAs3sxNyAUSjDg9aT73E_HgF8wXNBDd35yejebstUnpLB7OBkq21kT-_g8nhoClBAQAvD_BwE;;Medium;Low;No Account Mapped;1;0;paid-search
11/28/2022;fy22-amer-email_marketing_platform;undefined;software_for_email_marketing|software for email marketing|p|g|c||542343389030;;Medium;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - West;Low;Low;Assigned;0;0;paid-content-syndication
11/11/2022;fy23-q4-amer-bau_retint;inspiration_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
12/6/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_em|lifecycle marketing|e|g|c||379480664394;;High;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Strat;Low;Low;Customer;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
11/15/2022;fy23-q4-amer-bau_retint;inspiration_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
11/2/2022;fy22-amer-email_marketing_platform;undefined;platform_for_email_marketing|email service provider|p|g|c||542343389186;;High;Low;No Account Mapped;1;0;paid-search
11/13/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|m||379480664589;;High;Low;No Account Mapped;1;0;paid-search
12/13/2022;fy23-q4-amer-retention_campaign;power_of_personalization_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-display-ads
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/8/2023;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Strat;Medium;Low;Assigned;0;0;paid-content-syndication
1/14/2023;fy22-amer-marketing_channels;undefined;in_app_marketing|in app marketing|p|g|m||516416948280;;High;High;No Account Mapped;1;1;paid-search
1/17/2023;fy23-q4-amer-bau_ccmskill;measurement_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy24-q1-amer-retail_inspiration_guide;;;;High;Low;Unassigned;0;0;paid-content-syndication
1/5/2023;fy23-q4-amer-bau_smb;measurement_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/8/2022;fy23-q4-amer-bau_smb;measurement_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/8/2023;fy22-amer-email_marketing_platform;undefined;email_marketing_tool|email marketing tool|p|g|c||542343389165;;High;;No Account Mapped;1;1;paid-search
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
11/14/2022;fy23-q4-amer-bau_retint;retention_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
1/20/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - East - 2;High;Low;Assigned;0;0;paid-content-syndication
11/7/2022;fy22-amer-email_marketing_platform;;best_email_marketing_service|best email marketing service|e|g|c||516472499164#CjwKCAiA9qKbBhAzEiwAS4yeDXOnFE9naIEmSsLRTtetg_ycraT6jCI9MHMkH0iWnhtmrebJNW0U9xoCM04QAvD_BwE;;High;High;No Account Mapped;1;1;paid-search
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - West;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - Central;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;;High;Low;No Account Mapped;0;0;paid-content-syndication
11/20/2022;fy22-amer-email_marketing_platform;undefined;software_for_email_marketing|software for email marketing|p|g|c||542343389030;;High;;No Account Mapped;1;1;paid-search
11/21/2022;fy23-q4-amer-bau_smb;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - West;Low;Low;Unassigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 1;Low;Low;Unassigned;0;0;paid-content-syndication
12/3/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||587080375402#CjwKCAiAhKycBhAQEiwAgf19enXd_bKKHny8sblPf6vflGO5ZnOQKqYN-nKkj-mKOSs-IFXsfFDLpxoCUqMQAvD_BwE;;Medium;Low;No Account Mapped;1;0;paid-search
1/4/2023;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|m||542343632615;;High;Low;No Account Mapped;1;0;paid-search
1/13/2023;fy23-q4-amer-bau_smb;measurement_guide;undefined;AMER Scale - East - 1;High;Low;Assigned;0;0;paid-social
12/12/2022;fy22-amer-email_marketing_platform;;email_marketing_tool|email marketing tool|p|g|c||542343389162#EAIaIQobChMIs5Gmgu30-wIVP8qUCR1xwwENEAAYASAAEgK7OvD_BwE;;Medium;;No Account Mapped;1;1;paid-search
12/1/2022;fy23-q4-amer-bau_retint;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
11/8/2022;fy23-q3-amer-bau_smb-carousel;retention_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
1/12/2023;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_model|customer engagement model|e|g|c||499449654215;AMER Enterprise - Central;Medium;Medium;Unassigned;0;0;paid-search
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Central;High;Low;Assigned;0;0;paid-content-syndication
12/5/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|c||379480664589;;High;Low;No Account Mapped;1;0;paid-search
